Geneid	C2_1Aligned.sortedByCoord.out.markDups	C1_1Aligned.sortedByCoord.out.markDups	K2_1Aligned.sortedByCoord.out.markDups	K1_1Aligned.sortedByCoord.out.markDups	C3_1Aligned.sortedByCoord.out.markDups	K3_1Aligned.sortedByCoord.out.markDups
SKP1	798	903	772	1121	787	1322
SKP2	897	934	881	1349	915	1801
SLA	833	951	1039	1267	1081	1885
SLA2	31	27	32	37	47	78
SLAIN1	10	19	12	22	14	28
SLAIN2	591	656	760	829	849	1324
SLAMF1	41	29	26	33	45	53
SLAMF6	1	3	2	2	2	9
SLAMF7	90	71	208	160	125	232
SLAMF8	75	69	140	124	108	196
SLAMF9	10	11	5	17	19	26
SLBP	1311	1424	1272	2005	1337	2190
SLC10A1	0	0	0	0	1	0
SLC10A2	0	0	0	0	0	0
SLC10A3	264	245	249	315	247	470
SLC10A4	1	2	0	4	1	1
SLC10A5	35	33	37	30	28	63
SLC10A6	5	0	1	0	4	0
SLC10A7	96	130	60	143	98	182
SLC11A1	133	69	132	136	135	265
SLC11A2	478	371	364	487	523	750
SLC12A1	0	0	0	0	0	1
SLC12A2	138	125	170	172	166	280
SLC12A3	21	6	10	12	22	39
SLC12A4	225	216	231	263	229	330
SLC12A5	9	8	10	14	17	25
SLC12A6	736	747	716	747	978	1284
SLC12A7	92	73	96	77	105	140
SLC12A8	15	12	29	12	22	30
SLC12A9	2993	2211	2374	2740	2953	4350
SLC13A1	0	0	0	0	0	0
SLC13A2	0	0	0	0	0	0
SLC13A3	9	7	4	8	14	2
SLC13A4	1	0	0	0	2	0
SLC13A5	0	0	0	0	0	0
SLC14A1	10	13	5	5	11	10
SLC14A2	2	0	0	1	3	3
SLC15A1	0	0	0	0	0	1
SLC15A2	326	214	191	277	373	565
SLC15A3	750	584	975	902	876	1639
SLC15A4	801	750	923	1120	794	1594
SLC15A5	0	0	0	0	0	0
SLC16A1	1181	1211	1460	1858	1349	2565
SLC16A10	0	0	0	0	0	0
SLC16A11	0	0	0	0	0	0
SLC16A12	0	0	0	0	0	0
SLC16A13	100	79	70	89	135	150
SLC16A14	0	0	0	0	0	0
SLC16A2	3	1	0	5	0	0
SLC16A3	2320	2311	2529	2789	2627	3752
SLC16A4	5	3	4	4	10	13
SLC16A5	349	311	263	353	374	514
SLC16A6	23	20	42	58	45	64
SLC16A7	109	70	89	128	118	168
SLC16A8	0	0	0	0	1	3
SLC16A9	506	488	480	774	454	1004
SLC17A1	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0
SLC17A4	0	0	0	0	0	0
SLC17A5	725	709	714	944	856	1276
SLC17A6	0	0	0	0	0	0
SLC17A7	5	5	4	5	1	6
SLC17A8	0	1	0	0	0	0
SLC17A9	5171	4896	3649	5780	4978	7770
SLC18A1	4	2	4	7	2	4
SLC18A2	7	0	0	0	2	6
SLC18A3	0	0	0	0	0	0
SLC18B1	0	2	0	0	0	0
SLC19A1	1748	1647	1811	2310	1854	2986
SLC19A2	227	260	222	404	299	491
SLC19A3	0	0	0	0	0	0
SLC1A1	0	0	0	0	0	0
SLC1A2	0	0	0	0	0	0
SLC1A3	368	265	403	436	433	779
SLC1A4	1345	1429	1610	2019	1544	2486
SLC1A5	2670	2843	3192	3806	2718	4880
SLC1A6	0	0	0	0	0	0
SLC1A7	1	4	2	6	4	7
SLC20A1	1880	1529	2007	2506	2371	3820
SLC20A2	986	948	869	1175	1109	1574
SLC22A1	1	2	4	1	1	9
SLC22A10	0	0	0	0	0	0
SLC22A11	0	0	0	0	0	0
SLC22A12	0	0	0	0	0	0
SLC22A13	0	1	0	1	1	0
SLC22A14	0	0	2	0	0	0
SLC22A15	890	910	768	1235	1019	1735
SLC22A16	0	2	2	1	0	1
SLC22A17	0	0	0	0	0	0
SLC22A18	333	221	300	309	299	569
SLC22A18AS	18	42	23	35	24	35
SLC22A2	0	0	0	0	0	0
SLC22A23	141	147	64	109	125	166
SLC22A24	0	0	0	0	0	0
SLC22A25	0	0	0	0	0	0
SLC22A3	0	0	0	0	0	0
SLC22A31	9	13	15	15	7	27
SLC22A4	178	132	221	256	207	394
SLC22A5	27	32	35	39	39	79
SLC22A6	0	0	0	0	0	0
SLC22A7	0	0	0	0	0	0
SLC22A8	0	0	0	0	0	0
SLC22A9	0	0	0	0	0	0
SLC23A1	0	2	7	2	0	4
SLC23A2	1055	776	965	1200	1203	2013
SLC23A3	5	1	0	0	1	4
SLC24A1	170	162	179	216	184	340
SLC24A2	0	1	0	0	0	0
SLC24A3	0	1	0	0	0	0
SLC24A4	0	3	2	2	1	3
SLC24A5	0	0	0	0	0	0
SLC25A1	1643	1780	1286	1805	1746	2334
SLC25A10	168	135	152	175	162	222
SLC25A11	1475	1517	1504	1982	1493	2606
SLC25A12	456	480	438	519	519	759
SLC25A13	813	887	732	1148	963	1408
SLC25A14	110	120	85	129	157	154
SLC25A15	254	345	361	484	356	699
SLC25A16	562	417	458	593	594	1022
SLC25A17	396	399	296	460	384	597
SLC25A18	2	2	2	2	5	5
SLC25A19	1457	1313	1344	1625	1437	2363
SLC25A2	1	7	3	4	0	2
SLC25A20	268	218	291	347	223	369
SLC25A21	0	0	0	0	0	0
SLC25A22	408	277	386	376	358	683
SLC25A23	2056	2239	1853	2385	2294	3382
SLC25A24	211	177	227	268	211	415
SLC25A25	203	145	193	194	201	295
SLC25A26	356	368	378	470	373	588
SLC25A27	2	2	0	2	0	4
SLC25A28	1096	937	885	1268	1021	1637
SLC25A29	1537	967	1140	1514	1557	2638
SLC25A3	14257	15705	15281	20896	15535	26447
SLC25A30	520	448	476	771	552	974
SLC25A31	0	0	0	0	1	0
SLC25A32	828	929	973	1360	930	1841
SLC25A33	209	210	203	358	232	440
SLC25A34	18	20	26	17	27	47
SLC25A35	162	154	149	154	193	233
SLC25A36	1195	982	902	1393	1268	1935
SLC25A37	4543	3709	3450	4747	5150	7340
SLC25A38	423	435	410	596	539	762
SLC25A39	2209	1925	2095	2530	2293	3776
SLC25A4	262	281	241	352	220	441
SLC25A40	255	318	276	439	294	511
SLC25A41	6	2	1	1	6	9
SLC25A42	173	159	114	136	149	210
SLC25A43	363	347	335	405	343	472
SLC25A44	948	939	867	1069	1103	1722
SLC25A45	13	17	28	25	34	52
SLC25A46	1243	1271	1150	1569	1328	2241
SLC25A47	0	1	0	0	0	0
SLC25A48	0	0	1	0	0	0
SLC25A5	8572	9056	8615	11182	9048	14051
SLC25A51	117	76	129	115	144	162
SLC25A52	0	0	0	0	0	0
SLC25A53	26	25	25	20	34	35
SLC25A6	23874	25379	24316	29881	27094	40135
SLC26A1	40	33	12	25	39	65
SLC26A10	0	0	0	0	0	0
SLC26A11	456	294	1036	726	597	1537
SLC26A2	300	316	293	371	334	591
SLC26A3	0	0	0	0	0	0
SLC26A4	20	9	6	26	10	11
SLC26A5	0	0	0	0	0	0
SLC26A6	1260	1026	847	1141	1342	1652
SLC26A7	0	0	0	0	4	0
SLC26A8	4	3	4	13	3	7
SLC26A9	2	1	0	2	5	2
SLC27A1	919	703	941	913	994	1735
SLC27A2	141	194	237	330	164	374
SLC27A3	883	829	660	800	1056	1148
SLC27A4	452	441	502	547	445	882
SLC27A5	28	33	14	32	25	61
SLC27A6	0	0	0	0	0	0
SLC28A1	2	0	0	0	0	5
SLC28A2	0	0	0	0	0	0
SLC28A3	11	6	8	14	15	27
SLC29A1	1532	1488	1605	2153	1342	2727
SLC29A2	1665	1642	1195	1849	1761	2458
SLC29A3	199	240	254	282	227	406
SLC29A4	48	35	67	65	51	116
SLC2A1	405	403	285	447	456	512
SLC2A10	0	0	0	0	0	0
SLC2A11	115	53	98	121	135	227
SLC2A12	0	0	0	0	0	0
SLC2A13	124	144	168	215	193	310
SLC2A14	68	89	69	94	87	132
SLC2A2	0	0	0	0	0	0
SLC2A3	2199	1954	1082	1514	2778	1919
SLC2A4	8	15	14	17	5	22
SLC2A4RG	1615	1490	1483	1933	1409	2495
SLC2A5	511	431	403	553	563	711
SLC2A6	60	47	79	61	49	93
SLC2A7	0	0	0	0	0	0
SLC2A8	0	0	0	0	0	0
SLC2A9	202	173	171	257	189	361
SLC30A1	491	594	700	824	571	1292
SLC30A10	0	0	0	0	0	0
SLC30A2	0	0	0	0	0	0
SLC30A3	1	0	0	0	0	1
SLC30A4	0	0	0	0	0	0
SLC30A5	862	938	867	1177	831	1480
SLC30A6	461	530	489	640	495	879
SLC30A7	376	450	420	558	514	840
SLC30A8	0	0	0	0	0	0
SLC30A9	785	831	866	1135	887	1477
SLC31A1	713	710	891	1060	807	1458
SLC31A2	92	98	110	155	93	191
SLC32A1	0	0	0	0	0	0
SLC33A1	446	521	535	714	623	966
SLC34A1	0	0	0	0	0	7
SLC34A2	0	0	0	0	0	0
SLC34A3	2	1	0	0	0	6
SLC35A1	267	238	195	294	237	430
SLC35A2	367	462	395	531	437	706
SLC35A3	403	406	332	497	430	793
SLC35A4	1326	1344	1256	1551	1433	2167
SLC35A5	372	390	341	495	470	676
SLC35B1	770	854	800	983	827	1244
SLC35B2	1291	1386	1351	1752	1453	2199
SLC35B3	598	590	561	720	701	1100
SLC35B4	687	698	637	891	745	1130
SLC35C1	401	447	389	581	447	750
SLC35C2	1701	1521	1355	1778	1747	2513
SLC35D1	197	242	250	329	262	409
SLC35D2	253	266	211	306	228	424
SLC35D3	6	0	3	4	4	0
SLC35E1	1258	1197	1287	1218	1436	2136
SLC35E2	210	160	147	197	276	296
SLC35E2B	1543	1208	1172	1621	1725	2470
SLC35E3	389	342	294	350	373	543
SLC35E4	20	21	16	18	16	23
SLC35F1	0	0	0	1	0	1
SLC35F2	787	1005	886	1125	1063	1455
SLC35F3	170	180	93	139	184	163
SLC35F4	0	0	0	0	0	0
SLC35F5	224	272	232	322	276	441
SLC35F6	325	337	352	385	434	605
SLC35G1	222	205	188	319	171	425
SLC35G2	13	6	7	20	7	16
SLC35G3	0	0	0	0	0	0
SLC35G4	0	0	0	0	0	0
SLC35G5	4	1	6	3	1	3
SLC35G6	0	0	0	0	0	0
SLC36A1	592	610	682	731	750	1188
SLC36A2	0	0	0	0	0	0
SLC36A3	0	0	0	0	0	0
SLC36A4	399	469	387	622	376	802
SLC37A1	305	241	219	291	295	392
SLC37A2	1410	1235	1778	1732	1761	2897
SLC37A3	68	68	40	75	75	104
SLC37A4	662	617	481	804	623	1080
SLC38A1	1338	1623	1660	2465	1484	3038
SLC38A10	4010	3378	3446	3765	4387	5875
SLC38A11	0	0	0	0	0	0
SLC38A2	2942	3140	2783	4254	3349	5558
SLC38A3	0	0	0	0	0	0
SLC38A4	0	0	0	0	1	0
SLC38A5	821	919	999	1379	923	1678
SLC38A6	168	109	181	220	225	359
SLC38A7	406	352	453	479	505	802
SLC38A8	0	0	0	0	0	0
SLC38A9	249	276	319	391	296	502
SLC39A1	1632	1585	1516	1760	1710	2353
SLC39A10	683	723	653	940	856	1072
SLC39A11	588	596	583	810	807	1319
SLC39A12	0	0	0	0	0	0
SLC39A13	580	531	536	710	537	896
SLC39A14	880	1074	1160	1479	951	2071
SLC39A2	0	0	0	1	0	2
SLC39A3	905	848	1009	1088	1003	1475
SLC39A4	593	645	521	744	486	843
SLC39A5	4	3	3	2	1	11
SLC39A6	554	577	675	772	673	1223
SLC39A7	2705	2730	2311	2856	2810	3708
SLC39A8	953	1135	890	1245	1109	1756
SLC39A9	588	576	521	667	618	959
SLC3A1	2	2	3	0	1	14
SLC3A2	3040	2928	3623	4724	2822	5812
SLC40A1	0	0	0	0	0	0
SLC41A1	471	440	403	479	523	744
SLC41A2	14	8	23	13	7	21
SLC41A3	722	727	558	861	728	985
SLC43A1	1257	1287	1324	1894	1327	2509
SLC43A2	699	637	1148	1006	832	1569
SLC43A3	650	653	587	824	617	1053
SLC44A1	196	173	253	287	232	478
SLC44A2	415	264	486	501	513	863
SLC44A3	7	9	2	3	1	1
SLC44A4	0	1	0	1	0	3
SLC44A5	0	0	0	0	0	0
SLC45A1	1	0	1	0	3	2
SLC45A2	1	0	1	1	1	0
SLC45A3	294	341	346	463	418	642
SLC45A4	762	713	774	925	853	1491
SLC46A1	2	0	1	2	0	1
SLC46A2	1	0	0	1	0	0
SLC46A3	13	4	10	5	20	27
SLC47A1	105	84	157	206	140	387
SLC47A2	3	0	1	1	3	0
SLC48A1	353	281	636	540	515	913
SLC4A1	0	0	0	0	0	0
SLC4A10	0	0	0	0	0	0
SLC4A11	213	135	156	165	195	347
SLC4A1AP	682	805	619	774	707	1078
SLC4A2	2270	2232	1960	2464	2407	3492
SLC4A3	65	41	46	60	74	83
SLC4A4	0	0	0	0	0	0
SLC4A5	3	3	4	5	4	7
SLC4A7	91	100	106	154	103	253
SLC4A8	353	197	408	392	384	765
SLC4A9	2	3	0	0	1	2
SLC50A1	481	407	377	525	474	596
SLC51A	21	8	22	33	12	17
SLC51B	0	0	1	0	0	0
SLC52A1	0	0	0	0	0	0
SLC52A2	1715	1696	1808	1986	1881	2739
SLC52A3	0	0	0	0	0	0
SLC5A1	0	0	0	0	0	0
SLC5A10	7	5	8	5	11	10
SLC5A11	0	0	0	0	0	3
SLC5A12	2	0	0	0	0	6
SLC5A2	16	27	4	23	15	31
SLC5A3	223	194	291	364	298	575
SLC5A4	0	0	0	0	0	0
SLC5A5	0	1	0	0	2	2
SLC5A6	1940	1658	1776	2367	1998	3252
SLC5A7	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0
SLC5A9	0	0	0	0	0	0
SLC6A1	0	0	0	0	0	0
SLC6A11	6	2	0	3	1	14
SLC6A12	15	8	30	11	14	30
SLC6A13	7	2	5	0	23	10
SLC6A14	0	0	0	0	0	0
SLC6A15	0	0	0	0	0	0
SLC6A16	4	7	4	8	15	5
SLC6A17	0	1	0	4	0	0
SLC6A18	0	0	0	0	0	0
SLC6A19	0	0	0	0	0	0
SLC6A2	0	0	0	0	0	0
SLC6A20	0	0	0	0	0	0
SLC6A3	7	4	1	6	0	12
SLC6A4	0	3	0	0	0	0
SLC6A5	0	0	0	0	0	0
SLC6A6	1270	1299	1167	1427	1292	2022
SLC6A7	3	3	15	7	9	27
SLC6A8	221	122	157	158	251	220
SLC6A9	21	17	47	92	14	80
SLC7A1	1519	1658	1946	2597	1621	3532
SLC7A10	2	0	0	0	0	0
SLC7A11	727	566	1621	1510	1026	2622
SLC7A13	0	0	0	0	0	0
SLC7A14	0	0	0	0	0	0
SLC7A2	749	854	868	1353	839	1879
SLC7A3	0	0	0	0	0	0
SLC7A4	0	0	0	0	0	0
SLC7A5	3988	4398	5707	6768	4324	8055
SLC7A6	1372	1272	1113	1498	1531	2428
SLC7A6OS	552	505	484	616	540	875
SLC7A7	151	180	244	203	216	387
SLC7A8	2	10	14	3	8	22
SLC7A9	0	4	0	0	2	2
SLC8A1	64	63	91	85	114	208
SLC8A2	0	1	1	2	0	0
SLC8A3	0	0	0	0	0	0
SLC8B1	1204	1115	1418	1682	1383	2513
SLC9A1	383	359	431	482	412	693
SLC9A2	0	0	0	0	0	0
SLC9A3	98	96	84	60	78	151
SLC9A3R1	787	867	672	812	886	1073
SLC9A3R2	151	176	179	217	197	333
SLC9A4	0	0	0	0	0	0
SLC9A5	23	10	16	34	24	36
SLC9A6	473	480	411	566	568	697
SLC9A7	5	1	2	4	9	5
SLC9A8	803	634	585	827	921	1299
SLC9A9	1	5	0	0	2	2
SLC9B1	31	13	25	22	17	53
SLC9B2	115	165	109	194	145	280
SLC9C1	0	0	0	0	0	0
SLC9C2	35	22	42	72	26	87
SLCO1A2	0	0	0	0	0	0
SLCO1B1	0	0	0	0	0	0
SLCO1B3	0	0	0	0	0	0
SLCO1B7	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0
SLCO2A1	0	0	0	0	0	0
SLCO2B1	0	0	0	0	0	0
SLCO3A1	335	391	305	335	404	555
SLCO4A1	587	604	548	776	563	1028
SLCO4C1	175	184	136	199	184	246
SLCO5A1	0	0	0	2	2	0
SLCO6A1	0	0	0	0	0	0
SLF1	345	348	292	459	355	592
SLF2	1484	1391	1370	1741	1606	2527
SLFN11	1774	1422	1640	1853	1860	2968
SLFN12	0	0	0	0	0	0
SLFN12L	2	0	0	0	0	0
SLFN13	29	22	35	36	38	54
SLFN14	0	0	0	0	0	0
SLFN5	196	161	195	201	218	362
SLFNL1	12	10	4	7	17	8
SLIRP	687	767	689	1104	561	1066
SLIT1	116	88	103	143	135	238
SLIT2	2	0	1	0	6	0
SLIT3	0	2	0	1	0	11
SLITRK1	0	0	0	0	0	0
SLITRK2	0	0	0	0	0	0
SLITRK3	0	0	0	0	0	0
SLITRK4	169	203	169	220	237	327
SLITRK5	989	1028	735	1204	1175	1948
SLITRK6	0	0	3	0	0	0
SLK	1016	1012	1003	1459	1133	2000
SLMAP	522	556	552	752	602	1014
SLN	0	0	0	0	0	0
SLPI	75	80	89	102	95	120
SLTM	2641	2534	2224	2754	3060	4306
SLU7	959	1035	931	1289	1132	1596
SLURP1	0	0	0	0	0	0
SLX1A	213	125	126	186	209	293
SLX1B	3	1	1	1	2	0
SLX4	961	776	822	826	1097	1451
SLX4IP	300	306	277	313	461	445
SMAD1	0	0	0	0	0	0
SMAD2	1062	1163	987	1355	1158	1850
SMAD3	572	563	605	626	638	1201
SMAD4	709	683	701	894	895	1225
SMAD5	180	221	169	294	213	360
SMAD6	176	155	150	207	190	228
SMAD7	120	95	195	211	163	236
SMAD9	0	0	1	0	0	1
SMAGP	424	476	328	575	340	714
SMAP1	818	853	764	1011	964	1442
SMAP2	1518	1597	1314	1821	1859	2650
SMARCA1	0	0	0	0	0	0
SMARCA2	1307	1487	1199	1522	1650	2391
SMARCA4	6191	6038	6265	7115	7413	11023
SMARCA5	1707	1971	1879	2318	2189	3399
SMARCAD1	1077	1102	1045	1495	1173	1875
SMARCAL1	412	519	423	554	461	759
SMARCB1	1800	1982	1701	2417	1799	2748
SMARCC1	2026	2199	2089	2968	2269	4109
SMARCC2	1480	1308	1252	1558	1720	2600
SMARCD1	701	777	704	946	698	1437
SMARCD2	2693	2855	2422	3201	2807	4309
SMARCD3	50	21	31	46	59	117
SMARCE1	778	818	619	947	779	1077
SMC1A	2136	2407	2070	2828	2401	3960
SMC1B	0	0	0	0	0	0
SMC2	1089	1275	1168	1763	1162	1971
SMC3	2950	3281	2659	3746	3489	5113
SMC4	10217	11104	8489	12930	11786	16969
SMC5	916	1012	914	1262	1011	1776
SMC6	1552	1453	1502	1808	2022	2986
SMCHD1	1276	1198	1268	1706	1285	2541
SMCO1	0	0	0	0	0	1
SMCO2	9	6	4	3	14	9
SMCO3	2	0	0	0	0	0
SMCO4	98	108	94	134	119	166
SMCP	0	0	0	0	0	0
SMCR8	671	745	630	916	697	1322
SMDT1	499	587	445	711	433	763
SMG1	1345	1283	1369	1721	1554	2659
SMG5	3879	3811	3884	4771	4144	6705
SMG6	469	458	414	476	474	711
SMG7	1870	1812	1900	2134	2069	3105
SMG8	202	240	289	348	223	432
SMG9	877	928	868	1071	995	1350
SMIM1	3	0	0	1	0	0
SMIM10	315	357	251	430	286	544
SMIM10L1	669	688	611	778	672	924
SMIM10L2A	0	0	3	1	1	2
SMIM10L2B	0	0	0	2	0	0
SMIM11A	0	0	0	0	0	0
SMIM11B	0	0	0	1	0	0
SMIM12	448	473	490	614	543	886
SMIM13	440	416	427	595	443	783
SMIM14	396	351	489	570	548	818
SMIM15	898	1024	900	1278	900	1551
SMIM17	0	0	0	0	0	0
SMIM18	0	0	0	0	0	0
SMIM19	697	841	626	861	732	1094
SMIM2	0	0	0	0	0	0
SMIM20	400	460	343	519	454	644
SMIM21	0	0	0	0	0	0
SMIM22	2	0	0	0	0	1
SMIM23	0	0	0	0	0	0
SMIM24	4	9	7	12	7	11
SMIM3	586	693	549	630	614	828
SMIM4	175	153	161	225	155	263
SMIM5	27	10	18	17	15	10
SMIM6	2	2	1	6	1	3
SMIM7	593	529	480	597	616	824
SMIM8	166	216	169	230	184	367
SMIM9	0	0	0	0	0	0
SMKR1	0	0	2	0	10	5
SMLR1	0	0	0	0	0	0
SMN1	426	451	398	487	424	709
SMN2	251	241	189	319	294	416
SMNDC1	1098	1100	957	1281	1250	1850
SMO	2	0	0	0	0	0
SMOC1	0	0	0	0	0	0
SMOC2	0	0	0	0	0	0
SMOX	111	120	151	164	172	200
SMPD1	115	114	119	135	126	196
SMPD2	317	375	388	393	393	603
SMPD3	65	67	43	56	81	108
SMPD4	1938	1823	1659	2238	1910	3026
SMPDL3A	79	69	99	118	110	179
SMPDL3B	0	0	0	3	0	0
SMPX	0	0	0	0	0	0
SMR3A	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0
SMS	2015	1975	2022	2324	2282	3630
SMTN	256	229	185	209	292	355
SMTNL1	0	0	1	0	0	0
SMTNL2	0	0	0	0	2	2
SMU1	1332	1387	1423	1671	1593	2441
SMUG1	416	460	329	419	402	607
SMURF1	530	435	385	478	526	780
SMURF2	376	371	329	427	390	640
SMYD1	0	0	0	0	0	0
SMYD2	1232	1299	996	1428	1267	1801
SMYD3	1141	1216	995	1345	1505	2117
SMYD4	365	301	248	368	319	501
SMYD5	544	622	623	834	613	1025
SNAI1	233	208	200	233	220	336
SNAI2	0	0	0	0	0	0
SNAI3	183	181	175	192	143	317
SNAP23	1536	1688	1515	2101	1829	3018
SNAP25	65	41	44	63	39	70
SNAP29	855	889	804	1011	946	1406
SNAP47	558	516	488	708	559	831
SNAP91	0	0	0	0	0	0
SNAPC1	196	175	191	254	191	329
SNAPC2	344	344	323	376	328	484
SNAPC3	500	502	398	738	623	947
SNAPC4	1699	1286	1347	1493	1683	2522
SNAPC5	398	504	369	534	439	670
SNAPIN	392	488	396	589	366	664
SNCA	0	0	0	0	0	0
SNCAIP	0	0	0	0	0	0
SNCB	0	0	0	0	0	0
SNCG	2	0	0	0	2	0
SND1	3607	4051	4204	4595	4673	7279
SNED1	7	1	2	3	9	7
SNF8	1308	1210	1214	1428	1428	2017
SNIP1	301	331	316	428	346	450
SNN	384	332	377	510	339	685
SNPH	0	0	0	0	0	0
SNRK	1097	972	1037	1260	1353	1974
SNRNP200	4726	4696	4250	5804	4868	8058
SNRNP25	939	1097	1101	1300	1066	1604
SNRNP27	243	299	256	340	292	365
SNRNP35	550	525	414	567	538	701
SNRNP40	1439	1594	1379	1791	1704	2362
SNRNP48	1034	919	723	1164	1019	1319
SNRNP70	7731	7049	6899	7917	8454	11285
SNRPA	3858	3736	3040	3984	3787	5554
SNRPA1	1400	1498	1234	1910	1381	2186
SNRPB	3902	4260	3542	5180	3293	5358
SNRPB2	1958	2226	1966	2802	2160	3448
SNRPC	2111	2094	1836	2770	1804	2901
SNRPD1	1655	1847	1573	2428	1622	2679
SNRPD2	3256	3837	2899	4282	3160	4672
SNRPD3	1372	1504	1413	2111	1299	2270
SNRPE	2215	2560	1830	3123	1964	3109
SNRPF	2192	2602	2074	3158	1994	3377
SNRPG	1288	1374	1067	1733	1004	1580
SNRPN	21	24	31	32	42	53
SNTA1	0	4	12	14	3	6
SNTB1	735	765	657	959	846	1361
SNTB2	110	115	99	157	93	217
SNTG1	0	0	0	0	0	0
SNTG2	0	0	0	0	0	0
SNTN	0	0	0	0	0	0
SNU13	2374	2445	2246	3043	2513	3754
SNUPN	561	742	601	861	597	1016
SNURF	4	2	7	9	4	10
SNW1	1501	1604	1301	1778	1617	2429
SNX1	1929	1872	1560	2008	1994	2986
SNX10	423	463	442	669	509	842
SNX11	703	716	646	825	759	1137
SNX12	453	447	521	548	510	866
SNX13	264	263	255	403	259	465
SNX14	1582	1573	1336	1806	1858	2543
SNX15	8	8	17	6	20	26
SNX16	172	164	162	225	177	296
SNX17	2339	2477	2301	2979	2410	3766
SNX18	296	316	394	433	380	597
SNX19	423	441	492	586	509	805
SNX2	1569	1673	1465	2090	1677	2821
SNX20	221	293	225	312	324	384
SNX21	36	33	36	37	38	58
SNX22	80	74	93	33	77	119
SNX24	144	135	100	154	126	183
SNX25	212	249	239	245	269	405
SNX27	869	862	788	985	1202	1658
SNX29	143	156	174	204	137	256
SNX3	3946	4724	4237	5471	4630	6988
SNX30	409	379	458	487	464	846
SNX31	0	0	0	0	0	0
SNX32	113	73	86	65	119	152
SNX33	407	379	373	385	389	627
SNX4	859	895	783	1062	940	1447
SNX5	3130	3243	2506	3831	3273	5097
SNX6	846	924	991	1189	1118	1834
SNX7	0	0	0	0	0	0
SNX8	534	489	603	645	635	903
SNX9	559	597	731	675	680	1145
SOAT1	502	540	511	717	702	1026
SOAT2	0	0	0	0	0	0
SOBP	833	831	753	990	1022	1219
SOCS1	279	310	154	137	357	153
SOCS2	3578	3890	2707	4299	3725	5050
SOCS3	157	121	137	155	193	216
SOCS4	488	484	406	692	519	932
SOCS5	236	256	220	334	216	426
SOCS6	101	154	128	182	159	261
SOCS7	383	350	368	488	437	755
SOD1	2012	2136	1898	2641	1875	3094
SOD2	1688	1648	1928	2323	2179	3459
SOD3	0	0	0	0	0	0
SOGA1	435	416	448	554	479	919
SOGA3	1	4	1	5	6	6
SOHLH1	0	0	0	0	0	0
SOHLH2	33	22	10	27	17	45
SON	5141	5038	5058	6246	5685	9387
SORBS1	0	0	0	1	3	0
SORBS2	0	0	0	0	0	0
SORBS3	1188	1049	1096	1175	1155	1900
SORCS1	0	0	0	0	0	0
SORCS2	0	2	7	7	3	13
SORCS3	0	0	0	0	0	0
SORD	1040	1050	1034	1517	1107	1908
SORL1	558	495	869	944	724	1535
SORT1	24	25	40	33	36	54
SOS1	597	613	560	758	712	1098
SOS2	369	456	389	560	470	796
SOST	0	0	0	0	0	0
SOSTDC1	0	0	0	0	0	0
SOWAHA	0	0	0	0	0	3
SOWAHB	0	0	0	0	0	0
SOWAHC	0	0	0	0	0	0
SOWAHD	1250	1267	979	1310	1067	1684
SOX1	0	0	0	0	0	0
SOX10	0	0	0	0	0	0
SOX11	0	0	0	0	0	0
SOX12	1051	973	1151	1259	1312	2087
SOX13	136	90	126	109	152	237
SOX14	0	0	0	0	0	0
SOX15	3	6	2	1	1	8
SOX17	0	0	0	0	0	0
SOX18	926	900	617	721	807	988
SOX2	0	0	0	0	0	0
SOX21	0	0	0	0	0	0
SOX3	0	0	0	0	0	0
SOX30	0	3	0	0	0	0
SOX4	1389	1452	1441	1782	1988	2832
SOX5	9	7	7	10	8	16
SOX6	1	0	1	0	1	0
SOX7	4	9	6	10	17	27
SOX8	0	0	0	0	0	0
SOX9	0	0	0	0	0	0
SP1	1459	1721	1474	2013	1766	2692
SP100	867	948	876	1041	1028	1461
SP110	330	424	255	383	393	527
SP140	0	5	4	5	19	11
SP140L	481	457	364	496	505	669
SP2	474	543	413	502	489	647
SP3	1265	1314	1129	1564	1271	2166
SP4	67	91	62	130	76	121
SP5	0	0	0	0	0	0
SP6	1	2	0	1	2	0
SP7	5	1	3	2	1	2
SP8	1	1	4	2	0	0
SP9	2050	2130	1661	2089	2037	2829
SPA17	80	112	64	98	76	112
SPAAR	0	0	0	0	0	0
SPACA1	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0
SPACA4	0	0	0	0	0	0
SPACA5	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0
SPACA6	22	26	26	35	39	60
SPACA7	0	0	0	0	0	0
SPACA9	39	41	25	42	31	75
SPAG1	128	132	138	188	164	265
SPAG11A	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0
SPAG16	0	1	0	0	0	0
SPAG17	8	4	6	4	12	7
SPAG4	34	45	16	56	30	76
SPAG5	1233	1332	953	1368	1251	1638
SPAG6	32	57	29	43	45	44
SPAG7	1080	1027	947	1341	1152	1505
SPAG8	41	63	32	69	49	71
SPAG9	797	927	1032	1209	1059	1838
SPAM1	0	0	0	0	0	0
