Gene,MOLM13_sgNT_R1,MOLM13_sgNT_R2
SLC7A7,3.28,3.466
SLC7A8,0.304,0.371
SLC7A9,0,0
SLC8A1,4.49,4.348
SLC8A1-AS1,0.301,0.183
SLC8A2,0.194,0.102
SLC8A3,0,0
SLC8B1,19.55,17.926
SLC9A1,25.204,25.216
SLC9A2,0,0
SLC9A3,2.115,2.271
SLC9A3-AS1,11.242,11.718
SLC9A3P1,0,0
SLC9A3P2,0,0
SLC9A3P3,0.033,0
SLC9A3P4,0,0
SLC9A3R1,170.328,167.126
SLC9A3R2,3.896,4.464
SLC9A4,0,0
SLC9A5,0.04,0.062
SLC9A6,22.507,22.56
SLC9A7,12.243,12.386
SLC9A7P1,0.946,0.814
SLC9A8,21.839,22.024
SLC9A9,0,0
SLC9A9-AS1,0,0
SLC9A9-AS2,0,0
SLC9B1,0.468,0.41
SLC9B1P1,0,0
SLC9B1P2,0,0
SLC9B1P3,0,0
SLC9B1P4,0,0
SLC9B2,12.37,11.93
SLC9C1,0,0
SLC9C2,0.398,0.447
SLCO1A2,0,0
SLCO1B1,0,0
SLCO1B3,0,0
SLCO1B3-SLCO1B7,0,0
SLCO1B7,0,0
SLCO1C1,0,0
SLCO2A1,0,0
SLCO2B1,0,0
SLCO3A1,7.284,7.929
SLCO4A1,39.451,36.964
SLCO4A1-AS1,2.755,3.162
SLCO4C1,48.913,49.848
SLCO5A1,0.015,0.034
SLCO6A1,0,0
SLF1,21.307,19.984
SLF2,26.392,26.801
SLFN11,69.742,70.268
SLFN12,0.102,0.095
SLFN12L,0.229,0.176
SLFN13,14.956,15.214
SLFN14,0,0
SLFN5,3.065,3.155
SLFNL1,0.101,0.047
SLFNL1-AS1,0.425,0.561
SLIRP,76.128,70.794
SLIT1,0.112,0.103
SLIT1-AS1,0,0
SLIT2,0,0
SLIT2-IT1,0,0
SLIT3,0,0
SLITRK1,0,0
SLITRK2,0,0
SLITRK3,0,0
SLITRK4,1.98,2.086
SLITRK5,0.773,0.878
SLITRK6,1.683,1.114
SLK,44.864,45.127
SLMAP,22.659,22.447
SLN,0.08,0
SLPI,66.625,68.154
SLTM,64.993,59.925
SLU7,101.597,97.238
SLURP1,0,0
SLURP2,0,0
SLX1A,0.059,0.054
SLX1A-SULT1A3,0,0
SLX1B,0,0.027
SLX1B-SULT1A4,0,0
SLX4,24.521,24.755
SLX4IP,14.424,13.585
SMAD1,3.564,3.532
SMAD1-AS1,0,0
SMAD1-AS2,0,0
SMAD2,11.945,13.021
SMAD3,12.87,14.014
SMAD4,17.828,19.003
SMAD5,7.601,8.22
SMAD5-AS1,0.04,0
SMAD6,6.387,6.299
SMAD7,5.284,5.581
SMAD9,0,0
SMAD9-IT1,0,0
SMAGP,1.631,1.901
SMAP1,49.093,48.517
SMAP2,145.983,148.419
SMARCA1,0.033,0.015
SMARCA2,37.944,39.208
SMARCA4,99.297,101.185
SMARCA5,107.93,105.841
SMARCA5-AS1,0.154,0.071
SMARCAD1,48.993,47.708
SMARCAL1,22.665,23.336
SMARCB1,30.333,31.187
SMARCC1,225.814,230.893
SMARCC2,66.922,65.535
SMARCD1,76.278,76.554
SMARCD2,139.95,141.072
SMARCD3,0.925,1.063
SMARCE1,3.108,3.115
SMARCE1P1,0,0
SMARCE1P2,0,0
SMARCE1P3,0.059,0.055
SMARCE1P4,0,0
SMARCE1P5,0.119,0.385
SMARCE1P6,0.24,0.277
SMARCE1P7,0,0
SMBD1P,0,0
SMC1A,136.379,140.014
SMC1B,0,0
SMC2,112.927,116.474
SMC2-AS1,0.074,0.095
SMC3,125.065,126.416
SMC3P1,0.297,0.367
SMC4,275.107,269.691
SMC4P1,0,0
SMC5,56.437,55.84
SMC5-AS1,0.091,0.056
SMC6,25.09,24.226
SMCHD1,25.598,27.217
SMCO1,0.039,0
SMCO2,0.111,0.238
SMCO3,0,0
SMCO4,27.94,27.43
SMCO4P1,0,0
SMCP,0,0
SMCR2,0,0
SMCR5,0,0
SMCR8,40.14,40.806
SMDT1,80.184,77.481
SMG1,26.505,30.652
SMG1P1,1.075,0.774
SMG1P2,1.467,1.197
SMG1P3,1.076,1.479
SMG1P4,0.197,0.257
SMG1P5,1.019,0.886
SMG1P6,0.348,0.46
SMG1P7,1.438,1.076
SMG5,136.392,135.297
SMG6,16.795,16.605
SMG6-IT1,0,0
SMG7,69.005,66.132
SMG7-AS1,0.108,0.06
SMG8,37.556,37.775
SMG9,40.963,41.459
SMILR,0,0
SMIM1,0.402,0.372
SMIM10,33.359,31.933
SMIM10L1,31.724,30.769
SMIM10L2A,0.014,0.013
SMIM10L2B,0,0
SMIM10L2B-AS1,0,0
SMIM11A,0.074,0.06
SMIM11B,0,0.016
SMIM11P1,0,0
SMIM12,14.823,14.519
SMIM12P1,0,0
SMIM13,50.109,50.147
SMIM14,9.444,8.711
SMIM15,189.819,182.425
SMIM15-AS1,0.549,0.423
SMIM17,0,0
SMIM18,0.075,0
SMIM19,39.484,38.813
SMIM2,0,0
SMIM2-AS1,0.042,0.052
SMIM2-IT1,0,0
SMIM20,73.447,69.41
SMIM21,0,0
SMIM22,0,0
SMIM23,0,0
SMIM24,0.787,1.001
SMIM25,0.108,0.018
SMIM26,100.199,102.701
SMIM27,1.656,2.024
SMIM28,0,0
SMIM29,19.133,20.252
SMIM3,157.144,154.118
SMIM30,165.961,161.481
SMIM31,0.023,0
SMIM32,0,0
SMIM33,0.028,0.026
SMIM34A,0,0
SMIM34B,0.03,0.027
SMIM35,0.077,0.054
SMIM36,0,0
SMIM38,0,0
SMIM39,0,0
SMIM4,13.039,12.707
SMIM40,0,0
SMIM41,0,0.047
SMIM5,0,0
SMIM6,0,0
SMIM7,21.035,21.764
SMIM7P1,0,0
SMIM8,3.622,3.618
SMIM9,0,0
SMKR1,0.602,0.556
SMLR1,0,0
SMN1,15.198,14.834
SMN2,10.398,10.223
SMNDC1,44.856,41.522
SMO,0,0
SMOC1,0,0
SMOC2,0,0
SMOX,35.737,34.939
SMPD1,7.549,6.488
SMPD2,36.128,39.506
SMPD3,1.972,1.62
SMPD4,73.176,77.136
SMPD4BP,10.257,8.881
SMPD4P1,0,0
SMPD4P2,0,0
SMPD5,0.117,0.18
SMPDL3A,12.965,11.729
SMPDL3B,0.41,0.379
SMPX,0,0
SMR3A,0,0
SMR3B,0,0
SMS,169.635,164.65
SMTN,5.833,5.591
SMTNL1,0,0
SMTNL2,0.118,0.136
SMU1,58.3,57.885
SMU1P1,0.238,0.264
SMUG1,8.233,8.539
SMUG1P1,0,0
SMURF1,26.365,26.533
SMURF2,11.445,12.654
SMURF2P1,9.331,11.936
SMYD1,0,0
SMYD2,26.289,28.466
SMYD3,28.804,26.814
SMYD3-IT1,0,0.56
SMYD4,12.422,11.742
SMYD5,50.443,48.86
SNAI1,12.093,10.351
SNAI1P1,0,0
SNAI2,0,0
SNAI3,27.26,28.068
SNAI3-AS1,1.218,0.983
SNAP23,47.473,49.118
SNAP23P1,0.296,0.548
SNAP25,2.344,2.268
SNAP25-AS1,0.01,0.005
SNAP29,42.592,41.621
SNAP47,14.76,14.056
SNAP47-AS1,0,0
SNAP91,0,0
SNAPC1,13.544,11.197
SNAPC2,31.641,32.285
SNAPC3,16.068,16.891
SNAPC4,26.934,25.757
SNAPC5,20.952,18.609
SNAPC5P1,0,0
SNAPIN,55.617,59.237
SNCA,0,0
SNCA-AS1,0,0
SNCAIP,0,0
SNCB,0,0
SNCG,0,0.107
SND1,231.464,238.148
SND1-IT1,0.059,0.244
SNED1,0.005,0.01
SNF8,34.351,33.877
SNF8P1,0,0
SNHG1,33.512,28.642
SNHG10,2.694,2.726
SNHG11,2.834,2.278
SNHG12,7.105,5.637
SNHG14,4.113,4.489
SNHG15,27.764,23.224
SNHG16,82.83,82.169
SNHG17,6.972,6.418
SNHG18,0,0
SNHG19,45.804,37.227
SNHG20,2.55,2.733
SNHG21,4.636,5.566
SNHG22,0.225,0.286
SNHG25,7.338,7.027
SNHG26,4.888,5.299
SNHG27,0,0
SNHG28,0,0
SNHG29,387.733,375.311
SNHG3,36.359,33.879
SNHG30,8.456,8.537
SNHG31,1.855,1.53
SNHG32,162.185,148.565
SNHG4,34.465,35.362
SNHG5,12.642,11.432
SNHG6,399.239,373.602
SNHG7,43.722,44.321
SNHG8,20.354,20.337
SNHG9,5.025,2.812
SNIP1,18.145,17.907
SNN,17.568,18.1
SNORA1,0,0
SNORA10,0,0
SNORA11,1.042,1.051
SNORA11B,0.565,2.089
SNORA11C,0,0
SNORA11D,0,0
SNORA11E,0,0
SNORA12,0.323,0.299
SNORA13,1.096,0.506
SNORA14,0,0
SNORA14A,0,0.998
SNORA14B,6.476,7.984
SNORA15,0.147,0.136
SNORA16,0,0
SNORA16B,2.699,0
SNORA17,0,0
SNORA18,0,0
SNORA19,0.145,0.134
SNORA2,1.611,1.159
SNORA20,0.333,0
SNORA21,0,0
SNORA22,1.754,0.873
SNORA23,1.201,1.11
SNORA24,0.274,0
SNORA25,0.03,0.028
SNORA26,0.053,0.098
SNORA27,0,0
SNORA28,0,0.535
SNORA29,0,0
SNORA2A,4.318,0.499
SNORA2B,1.595,2.458
SNORA3,0,0
SNORA30,0.377,0.348
SNORA31,0,0.022
SNORA32,0,0
SNORA33,2.612,2.542
SNORA34,2.659,3.934
SNORA35,0,0
SNORA36,0,0
SNORA36A,0,0
SNORA36B,0.556,1.028
SNORA36C,0,0
SNORA37,1.13,0
SNORA38,0.831,0.512
SNORA38B,1.112,1.028
SNORA4,0,0
SNORA40,0.063,0.072
SNORA41,0,0
SNORA42,0.537,0.397
SNORA43,0,0
SNORA44,0,0
SNORA45,0,1.543
SNORA46,4.554,3.041
SNORA47,0.528,0.976
SNORA48,0,0
SNORA49,1.071,0.991
SNORA5,0,0
SNORA50,2.159,2.744
SNORA51,0.687,0.873
SNORA52,0,0
SNORA53,2.048,0.271
SNORA54,0,0.548
SNORA55,8.096,6.487
SNORA56,0,0
SNORA57,0,0.239
SNORA58,0.536,0.743
SNORA59A,0,0.886
SNORA59B,0,0
SNORA5A,0.544,0
SNORA5B,0,0
SNORA5C,7.446,6.392
SNORA6,0,0
SNORA60,0,0
SNORA62,0,0
SNORA63,0,0
SNORA64,0,0
SNORA65,1.681,1.555
SNORA66,7.443,7.968
SNORA67,0.08,0.148
SNORA68,0.691,0.639
SNORA69,0.271,0.501
SNORA7,0,0.103
SNORA70,0,0
SNORA70B,0,0
SNORA70C,0,0
SNORA70E,0,0
SNORA70F,0,0
SNORA70G,0,0
SNORA71,0,0
SNORA71A,0,0
SNORA71B,11.518,10.897
SNORA71C,0,0
SNORA71D,0,0
SNORA72,1.302,1.07
SNORA73,0.056,0.051
SNORA73B,15.001,10.237
SNORA74,0.232,0.375
SNORA74A,0,0.68
SNORA74B,0.725,0.335
SNORA75,0.208,0.45
SNORA76,0,0
SNORA77,0.237,0.329
SNORA79,4.554,5.847
SNORA7A,0,0
SNORA7B,0,0.485
SNORA8,0,0
SNORA80,1.071,1.486
SNORA80B,2.143,0.991
SNORA81,0.705,0.466
SNORA84,7.122,13.169
SNORA9,1.939,1.153
SNORC,0.374,0.273
SNORD10,0,0
SNORD100,6.711,7.977
SNORD101,11.977,11.073
SNORD102,0,0
SNORD103A,0,0.783
SNORD103B,4.236,0.783
SNORD104,3.123,5.774
SNORD105,0,0
SNORD105B,0,0
SNORD108,0,0
SNORD109B,0,0
SNORD11,2.948,1.168
SNORD110,0,0
SNORD111,0.405,0
SNORD111B,0,0.842
SNORD112,0.021,0
SNORD113,0,0
SNORD113-1,0,0
SNORD113-2,0,0
SNORD113-3,0,0
SNORD113-4,0,0
SNORD113-5,0,0
SNORD113-6,0,0
SNORD113-7,0,0
SNORD113-8,0,0
SNORD113-9,0,0
SNORD114-1,0,0
SNORD114-10,0,0
SNORD114-11,0,0
SNORD114-12,0,0
SNORD114-13,0,0
SNORD114-14,0,0
SNORD114-15,0,0
SNORD114-16,0,0
SNORD114-17,0,0
SNORD114-18,0,0
SNORD114-19,0,0
SNORD114-2,0,0
SNORD114-20,0,0
SNORD114-21,0,0
SNORD114-22,0,0
SNORD114-23,0,0
SNORD114-24,0,0
SNORD114-25,0,0
SNORD114-26,0,0
SNORD114-27,0,0
SNORD114-28,0,0
SNORD114-29,0,0
SNORD114-3,0,0
SNORD114-30,0,0
SNORD114-31,0,0
SNORD114-4,0,0
SNORD114-5,0,0
SNORD114-6,0,0
SNORD114-7,0,0
SNORD114-9,0,0
SNORD115,0,0
SNORD115-1,0,0
SNORD115-10,0,0
SNORD115-11,0,0
SNORD115-12,0,0
SNORD115-14,0,0
SNORD115-15,0,0
SNORD115-16,0,0
SNORD115-17,0,0
SNORD115-18,0,0
SNORD115-19,0,0
SNORD115-2,0,0
SNORD115-20,0,0
SNORD115-21,0,0
SNORD115-22,0,0
SNORD115-23,0,0
SNORD115-24,0,0
SNORD115-25,0,0
SNORD115-27,0,0
SNORD115-28,0,0
SNORD115-29,0,0
SNORD115-3,0,0
SNORD115-30,0,0
SNORD115-31,0,0
SNORD115-32,0,0
SNORD115-33,0,0
SNORD115-34,0,0
SNORD115-35,0,0
SNORD115-36,0,0
SNORD115-37,0,0
SNORD115-38,0,0
SNORD115-39,0,0
SNORD115-4,0,0
SNORD115-40,0,0
SNORD115-41,0,0
SNORD115-42,0,0
SNORD115-43,0,0
SNORD115-44,0,0
SNORD115-45,0,0
SNORD115-47,0,0
SNORD115-48,0,0
SNORD115-5,0,0
SNORD115-6,0,0
SNORD115-8,0,0
SNORD115-9,0,0
SNORD116,0,0
SNORD116-1,0,0
SNORD116-10,0,0
SNORD116-11,0,0
SNORD116-12,0,0
SNORD116-13,0,0
SNORD116-14,0,0
SNORD116-15,0,0
SNORD116-16,0,0
SNORD116-17,0,0.732
SNORD116-18,0,0
SNORD116-19,0,0
SNORD116-2,0,0
SNORD116-23,0,0
SNORD116-24,0,0
SNORD116-25,0,0
SNORD116-26,0,0
SNORD116-27,0,0
SNORD116-29,0,0
SNORD116-3,0,0
SNORD116-30,0,0
SNORD116-5,0,0
SNORD116-6,0,0
SNORD116-7,0,0
SNORD116-8,0,0
SNORD116-9,0,0
SNORD117,5.752,7.091
SNORD118,0,0
SNORD119,0,0.886
SNORD11B,1.619,0.748
SNORD12,0,0
SNORD121A,2.666,0.821
SNORD121B,0,0
SNORD123,0,0
SNORD124,1.401,2.591
SNORD125,26.563,22.454
SNORD126,0.946,0.875
SNORD127,3.389,0.783
SNORD12B,1.601,0
SNORD12C,0.819,2.271
SNORD13,2.102,0.648
SNORD14,0,0
SNORD14A,8.807,14.065
SNORD14B,0,0
SNORD14C,0,0
SNORD14D,0,0
SNORD14E,2.572,0
SNORD15A,0,0
SNORD15B,0.998,1.384
SNORD16,0,0
SNORD17,78.086,78.164
SNORD18,0,0
SNORD18A,0,0
SNORD18B,0,0
SNORD18C,0,0
SNORD19,5.566,5.146
SNORD19B,1.777,1.232
SNORD1B,1.735,0
SNORD2,0,0
SNORD20,2.732,2.526
SNORD21,0,0
SNORD22,0,0
SNORD23,0,0
SNORD24,0,0
SNORD27,0.506,0
SNORD28,0,0
SNORD29,0,0
SNORD30,0,0
SNORD31,0,0
SNORD32A,0,0
SNORD32B,0,0
SNORD33,0,0
SNORD34,0,0
SNORD35A,0,0
SNORD35B,0,0
SNORD36,0,0
SNORD36A,0,0
SNORD36B,0,0
SNORD36C,0,0
SNORD37,0,0
SNORD38,0,0
SNORD38A,1.041,0
SNORD38B,0,0
SNORD39,0,0
SNORD3A,0.104,0.193
SNORD3B-1,0.096,0.089
SNORD3B-2,0.092,0.341
SNORD3C,0,0
SNORD41,0,0
SNORD42,0.532,0
SNORD42A,0,0
SNORD42B,0,0
SNORD43,0,0
SNORD44,0,0
SNORD45,0,0
SNORD45A,0,0
SNORD45B,0,0
SNORD45C,0,0
SNORD46,3.29,2.39
SNORD48,4.554,4.21
SNORD4A,20.239,26.197
SNORD4B,0,0
SNORD5,0,0
SNORD50,0,0
SNORD51,2.32,1.287
SNORD52,0,0
SNORD53,1.868,0.864
SNORD53_SNORD92,1.868,0.864
SNORD54,0,0
SNORD55,0,0
SNORD56,0.172,0.159
SNORD56B,0,0
SNORD58,1.104,0
SNORD58A,0,0
SNORD58B,0,0
SNORD58C,0,0
SNORD59,0,0
SNORD59A,3.886,2.695
SNORD6,4.99,11.996
SNORD60,0,0
SNORD61,0,0
SNORD62,0,0
SNORD63,0.517,0.239
SNORD64,0,0
SNORD65,0,0
SNORD66,0,0
SNORD67,1.331,0.923
SNORD68,0,0
SNORD69,3.785,2.625
SNORD7,0,0
SNORD70,0.842,3.115
SNORD71,0,1.567
SNORD72,0.911,0.842
SNORD73,0,0
SNORD73A,0,0
SNORD74,0,0
SNORD75,0,0.571
SNORD77,0,0
SNORD78,0,0
SNORD79,0,0
SNORD8,0,0
SNORD81,0,0
SNORD82,1.041,0.962
SNORD83,0,0
SNORD83A,9.203,3.545
SNORD83B,0,0
SNORD84,0,0
SNORD85,0,0
SNORD86,0,0
SNORD88,0,0
SNORD88A,1.601,2.961
SNORD88B,0,0
SNORD88C,0,0
SNORD89,5.113,4.136
SNORD9,1.401,0.648
SNORD90,0.656,0.607
SNORD91A,1.526,1.058
SNORD91B,0.656,2.124
SNORD92,0,0
SNORD93,1.969,0.91
SNORD94,7.977,6.884
SNORD95,0,0
SNORD96A,0,0
SNORD96B,0,0
SNORD97,0,0
SNORD98,0,0
SNORD99,2.954,1.821
SNPH,0,0
SNRK,41.768,43.664
SNRK-AS1,0.031,0
SNRNP200,203.367,213.203
SNRNP25,109.485,114.865
SNRNP27,85.765,86.148
SNRNP35,11.163,11.009
SNRNP40,101.464,100.204
SNRNP48,31.131,29.036
SNRNP70,265.213,256.594
SNRPA,286.67,302.918
SNRPA1,56.437,54.291
SNRPB,1744.872,1767.932
SNRPB2,277.694,265.112
SNRPBP1,0,0.239
SNRPC,484.949,468.229
SNRPCP1,0,0
SNRPCP10,0,0
SNRPCP11,0,0
SNRPCP13,0,0
SNRPCP14,0,0
SNRPCP15,0,0
SNRPCP16,0,0
SNRPCP17,0,0
SNRPCP18,0,0
SNRPCP19,0,0
SNRPCP2,0.307,0
SNRPCP20,0,0
SNRPCP3,0.306,0
SNRPCP4,0,0
SNRPCP5,0,0
SNRPCP6,0,0
SNRPCP8,0,0
SNRPCP9,0,0
SNRPD1,108.84,103.497
SNRPD2,420.62,431.826
SNRPD2P1,0,0
SNRPD2P2,0,0
SNRPD3,110.5,106.294
SNRPE,132.549,128.767
SNRPEP10,0,0
SNRPEP2,1.045,3.139
SNRPEP3,0,0
SNRPEP4,3.134,4.105
SNRPEP5,0.262,0.242
SNRPEP6,0,0
SNRPEP7,0,0
SNRPEP8,0,0
SNRPEP9,0,0
SNRPF,116.82,107.608
SNRPFP1,0,0
SNRPFP2,0,0
SNRPFP3,0,0
SNRPFP4,0,0
SNRPG,232.003,212.017
SNRPGP1,0,0
SNRPGP10,7.124,7.185
SNRPGP11,0,0
SNRPGP12,0,0
SNRPGP13,0,0
SNRPGP14,6.654,3.691
SNRPGP15,4.267,3.945
SNRPGP16,0,0
SNRPGP17,0,0
SNRPGP18,0,0
SNRPGP19,0,0
SNRPGP2,23.534,20.567
SNRPGP20,0,0
SNRPGP3,0.321,0
SNRPGP4,0,0
SNRPGP5,0.994,0.306
SNRPGP6,0,0
SNRPGP7,0,0
SNRPGP8,0,0
SNRPGP9,1.295,1.497
SNRPN,52.107,56.28
SNTA1,0.791,0.64
SNTB1,160.058,168.447
SNTB2,3.173,3.697
SNTG1,0,0
SNTG2,0,0
SNTG2-AS1,0,0
SNTN,0,0
SNU13,182.386,190.167
SNUPN,28.182,29.294
SNURF,0.496,0.86
SNURFL,0,0
SNW1,192.695,192.2
SNX1,42.902,43.697
SNX10,106.531,105.725
SNX11,35.763,35.867
SNX12,61.629,62.405
SNX13,8.219,8.367
SNX14,57.416,56.355
SNX15,0.194,0.138
SNX16,8.048,7.909
SNX17,132.664,137.104
SNX18,24.812,23.558
SNX18P10,0,0
SNX18P12,0,0
SNX18P13,0.551,0
SNX18P14,0,0
SNX18P15,0.099,0.092
SNX18P16,6.66,5.049
SNX18P1Y,0,0
SNX18P2,0.09,0
SNX18P23,0.323,0.1
SNX18P24,0,0.201
SNX18P25,0,0
SNX18P26,0.295,0.273
SNX18P27,0,0.086
SNX18P3,0.336,0.414
SNX18P4,0,0
SNX18P5,0,0
SNX18P6,0,0
SNX18P7,15.949,21.535
SNX18P8,0,0
SNX18P9,0,0
SNX19,40.273,40.284
SNX19P1,0,0
SNX19P2,0.049,0.023
SNX19P3,0.049,0.045
SNX2,65.943,64.216
SNX20,44.299,41.835
SNX21,0.536,0.826
SNX22,0.051,0.07
SNX24,12.479,12.662
SNX25,7.69,7.057
SNX25P1,0.349,0.162
SNX27,17.523,17.394
SNX29,4.553,5.378
SNX29P1,0.072,0
SNX29P2,0.069,0.032
SNX2P2,0,0
SNX3,667.815,653.287
SNX30,13.027,12.737
SNX31,0,0.043
SNX32,0.058,0.054
SNX33,10.453,10.026
SNX33P1,0,0
SNX3P1X,0,0
SNX3P1Y,0,0
SNX4,72.053,71.219
SNX5,104.1,103.047
SNX5P1,1.12,0.647
SNX6,60.119,56.507
SNX6P1,0.06,0.055
SNX7,0,0
SNX8,26.572,27.039
SNX9,0,0
SOAT1,34.282,35.456
SOAT2,0.035,0
SOBP,4.642,4.249
SOCAR,0,0
SOCS1,31.625,31.788
SOCS2,38.708,36.047
SOCS2-AS1,2.97,3.61
SOCS2P1,0,0
SOCS2P2,0,0
SOCS3,6.609,5.889
SOCS4,29.127,29.33
SOCS5,11.868,11.341
SOCS5P1,0,0
SOCS5P2,0,0
SOCS5P3,0,0
SOCS5P4,0.233,0.344
SOCS5P5,0,0
SOCS6,8.273,8.583
SOCS7,16.619,17.265
SOD1,239.718,229.341
SOD1P1,0,0.153
SOD1P2,0,0
SOD1P3,0,0
SOD2,38.92,39.655
SOD2-OT1,0.467,0.549
SOD2P1,0,0
SOD3,0,0
SOGA1,36.588,37.422
SOGA3,0,0
SOHLH1,0,0
SOHLH2,1.04,1.102
SON,184.263,190.076
SORBS1,0.047,0.068
SORBS2,0,0
SORBS3,24.856,24.141
SORCS1,0,0
SORCS2,0.715,0.864
SORCS3,0,0
SORCS3-AS1,0,0
SORD,36.254,36.419
SORD2P,3.388,2.787
SORL1,6.401,6.615
SORT1,82.846,82.345
SOS1,27.002,25.79
SOS1-IT1,5.926,5.211
SOS2,27.233,28.814
SOST,0,0
SOSTDC1,0,0
SOWAHA,0,0
SOWAHB,0,0
SOWAHC,0,0
SOWAHCP2,7.126,6.185
SOWAHCP5,0.056,0
SOWAHD,60.634,59.313
SOX1,0,0
SOX1-OT,0,0
SOX10,0,0
SOX11,0,0
SOX12,95.583,96.49
SOX13,3.24,2.86
SOX14,0,0
SOX15,0,0
SOX17,0,0
SOX18,0,0
SOX2,0,0
SOX2-OT,0,0.009
SOX21,0,0
SOX21-AS1,0,0
SOX3,0,0
SOX30,0,0
SOX4,77.723,78.127
SOX5,0.013,0.11
SOX5-AS1,0,0
SOX5P1,0,0
SOX6,0,0
SOX7,0.839,0.775
SOX8,0,0
SOX9,0,0
SOX9-AS1,0,0
SP1,97.819,102.64
SP100,16.465,15.342
SP110,16.514,15.19
SP140,0.052,0.084
SP140L,12.393,12.268
SP2,48.093,46.906
SP2-AS1,1.094,0.798
SP3,27.51,26.894
SP3P,0,0
SP4,10.592,11.449
SP5,0.105,0.065
SP6,0.018,0
SP7,0.022,0.02
SP8,0.353,0.254
SP9,27.33,29.461
SPA17,2.842,2.938
SPA17P1,0,0
SPAAR,0,0
SPACA1,0,0
SPACA3,0,0
SPACA4,0,0
SPACA5,0,0
SPACA5B,0,0
SPACA6,0.55,0.624
SPACA6P-AS,0,0
SPACA7,0,0
SPACA9,3.123,3.198
SPAG1,13.243,12.377
SPAG11A,0,0
SPAG11B,0,0
SPAG16,0,0
SPAG16-DT,0,0
SPAG17,0,0
SPAG4,0.528,0.43
SPAG5,70.542,69.622
SPAG5-AS1,0.114,0.105
SPAG6,1.861,2.364
SPAG7,53.595,53.944
SPAG8,0.268,0.173
SPAG9,42.653,41.653
SPAM1,0,0
SPANXA1,0,0
SPANXA2,0,0
SPANXA2-OT1,0,0
SPANXB1,0,0
SPANXC,0,0
SPANXD,0,0
SPANXN1,0,0
SPANXN2,0,0
SPANXN3,0,0
SPANXN4,0,0
SPANXN5,0,0
SPARC,0,0.015
SPARCL1,0,0
SPART,90.545,89.353
SPART-AS1,0.348,0.482
SPAST,24.115,23.027
SPATA1,0.085,0.189
SPATA12,0,0
SPATA13,8.983,8.901
SPATA13-AS1,0.168,0
SPATA16,0.034,0.032
SPATA17,0.011,0.01
SPATA17-AS1,0,0
SPATA18,0,0
SPATA19,0,0
SPATA2,17.812,17.284
SPATA20,6.498,7.131
SPATA20P1,0,0
SPATA21,0.016,0.015
SPATA22,0,0
SPATA24,7.867,4.476
SPATA25,0.866,0.089
SPATA2L,19.721,19.325
SPATA2P1,0,0
SPATA3,0,0
SPATA3-AS1,0,0
SPATA31A1,0,0
SPATA31A2,0,0
SPATA31A3,0,0
SPATA31A4,0,0
SPATA31A5,0,0
SPATA31A6,0,0
SPATA31A7,0,0
SPATA31B1P,0,0
SPATA31C1,0.626,0.448
SPATA31C2,0.039,0.054
SPATA31D1,0,0
SPATA31D2P,0,0
SPATA31D3,0,0
SPATA31D4,0,0
SPATA31D5P,0,0
SPATA31E1,0,0
SPATA31E2P,0,0
SPATA31E3P,0.017,0
SPATA32,0.151,0.28
SPATA33,5.262,5.252
SPATA4,0,0.028
SPATA41,0.126,0.128
SPATA42,0,0
SPATA45,0,0.133
SPATA46,0,0
SPATA48,0,0
SPATA5,19.681,20.669
SPATA5L1,22.907,22.408
SPATA6,0.086,0.079
SPATA6L,0.04,0.055
SPATA7,1.272,1.059
SPATA8,0,0
SPATA8-AS1,0,0
SPATA9,1.444,1.335
SPATC1,0.708,0.552
SPATC1L,30.262,32.714
SPATS1,0,0
SPATS2,8.403,7.651
SPATS2L,18.095,17.348
SPC24,40.626,39.222
SPC25,47.763,49.279
SPCS1,83.317,78.478
SPCS2,40.923,39.551
SPCS2P1,0,0
SPCS2P2,0,0
SPCS2P3,0,0
SPCS2P4,8.238,13.75
SPCS3,153.391,157.413
SPDEF,0,0
SPDL1,59.707,55.343
SPDYA,0.126,0.097
SPDYC,0,0
SPDYE1,0,0
SPDYE10P,0,0
SPDYE12P,0,0.082
SPDYE13,0,0
SPDYE14,0,0
SPDYE15,0,0
SPDYE16,0,0
SPDYE17,0.098,0.09
SPDYE18,0.208,0
SPDYE2,0,0
SPDYE20P,0,0
SPDYE22P,0,0
SPDYE2B,0,0
SPDYE3,0,0.016
SPDYE4,0,0
SPDYE5,0,0
SPDYE6,0,0
SPDYE7P,0,0
SPDYE9,0,0
SPECC1,27.224,26.323
SPECC1L,20.019,19.854
SPECC1L-ADORA2A,0.023,0.022
SPECC1P1,0.655,0.652
SPECC1P2,0,0
SPEF1,0.151,0.07
SPEF2,0.221,0.225
SPEG,0.102,0.13
SPEGNB,0.078,0
SPEM1,0,0
SPEM2,0,0
SPEM3,0,0
SPEN,66.268,71.296
SPESP1,0,0.043
SPG11,24.612,26.279
SPG21,86.433,84.732
SPG7,6.065,5.873
SPHK1,8.728,9.092
SPHK2,22.492,22.387
SPHKAP,0,0
SPI1,585.378,582.16
SPIB,21.269,19.318
SPIC,0,0
SPICE1,0.862,0.857
SPIDR,41.559,40.639
SPIN1,70.111,71.526
SPIN2A,0,0
SPIN2B,3.7,3.74
SPIN3,0,0
SPIN4,46.094,44.208
SPIN4-AS1,0,0
SPINDOC,55.929,52.768
SPINK1,0,0
SPINK13,0,0
